
4,0.025129
8,0.0232806
12,0.0229721
16,0.0227597
20,0.0210291
24,0.0216922
28,0.0211546
32,0.0210752
36,0.0191501
40,0.0188378
44,0.0189018
48,0.0189478
52,0.0190297
56,0.0193472
60,0.0192269
64,0.0189145
68,0.0189363
72,0.0190464
76,0.0191078
80,0.0191424
84,0.0190387
88,0.0188902
92,0.0192563
96,0.019113
100,0.0190259
104,0.0193549
108,0.0192806
112,0.0187648
116,0.0189657
120,0.0190285
124,0.0190541
128,0.0191987
132,0.0207744
136,0.0208358
140,0.0207155
144,0.0215795
148,0.0209741
152,0.0210419
156,0.020992
160,0.0211405
164,0.0207718
168,0.0212569
172,0.0214861
176,0.0211597
180,0.0212032
184,0.0215936
188,0.0217472
192,0.0210253
196,0.0220122
200,0.0209843
204,0.0214323
208,0.0211328
212,0.0206118
216,0.0210086
220,0.020969
224,0.021015
228,0.0210342
232,0.0213568
236,0.0206067
240,0.0208973
244,0.020864
248,0.0207718
252,0.0209242
256,0.0211008
260,0.0287257
264,0.0289715
268,0.0289907
272,0.0291878
276,0.0290393
280,0.0287731
284,0.0286438
288,0.0289011
292,0.0286707
296,0.0289024
300,0.0299379
304,0.0286874
308,0.0289114
312,0.0286182
316,0.0294336
320,0.0288473
324,0.0287206
328,0.0290637
332,0.0286605
336,0.0285568
340,0.0290688
344,0.0292672
348,0.0288205
352,0.0288115
356,0.0288768
360,0.0287552
364,0.0291277
368,0.0289766
372,0.0287117
376,0.0288819
380,0.0287539
384,0.0288307
388,0.0287757
392,0.0293747
396,0.0289408
400,0.0288217
404,0.0288499
408,0.0288819
412,0.0289408
416,0.0295053
420,0.0289587
424,0.0286541
428,0.0298739
432,0.0286489
436,0.028809
440,0.029225
444,0.0286579
448,0.028919
452,0.0295155
456,0.0289779
460,0.0289792
464,0.0294016
468,0.0288602
472,0.0296998
476,0.0288845
480,0.0289318
484,0.0291891
488,0.0287603
492,0.0287232
496,0.0288217
500,0.028736
504,0.028928
508,0.0289971
512,0.028768
516,0.0421312
520,0.0421018
524,0.0429632
528,0.0421709
532,0.0423066
536,0.0433485
540,0.0425472
544,0.0423155
548,0.0425421
552,0.0427763
556,0.0424807
560,0.0422451
564,0.0425664
568,0.0423936
572,0.0423399
576,0.042528
580,0.0422989
584,0.0424934
588,0.0425306
592,0.0424346
596,0.0427904
600,0.0426227
604,0.0428058
608,0.0423373
612,0.0431424
616,0.042304
620,0.0421888
624,0.0426061
628,0.0422528
632,0.0422758
636,0.043241
640,0.0425101
644,0.0423091
648,0.0429862
652,0.0421914
656,0.042016
660,0.0419226
664,0.0426253
668,0.042473
672,0.0421325
676,0.0424333
680,0.0423783
684,0.0424717
688,0.042537
692,0.0424832
696,0.0422899
700,0.0421402
704,0.0424205
708,0.0421594
712,0.0420416
716,0.0424896
720,0.0427443
724,0.0422682
728,0.0423411
732,0.042391
736,0.0432051
740,0.0423334
744,0.0426829
748,0.0420058
752,0.0421517
756,0.0432461
760,0.0425549
764,0.0424883
768,0.0421939
772,0.0429171
776,0.0425011
780,0.0422874
784,0.0426675
788,0.043273
792,0.0423066
796,0.0423347
800,0.0422938
804,0.0423463
808,0.0426317
812,0.0425382
816,0.0426496
820,0.0426496
824,0.0424512
828,0.0421555
832,0.0420992
836,0.0423232
840,0.0423565
844,0.0434125
848,0.0423731
852,0.0428877
856,0.0423898
860,0.0423642
864,0.0424397
868,0.0422515
872,0.042249
876,0.0428096
880,0.042784
884,0.0420966
888,0.0424602
892,0.0424653
896,0.0423386
900,0.0427418
904,0.0422541
908,0.0433818
912,0.0420224
916,0.0426368
920,0.0422285
924,0.0421184
928,0.0421978
932,0.0423347
936,0.0422093
940,0.0425754
944,0.0424307
948,0.0424819
952,0.0426291
956,0.0425574
960,0.0422477
964,0.0422144
968,0.0423987
972,0.0422528
976,0.0423731
980,0.0424166
984,0.0425434
988,0.0419008
992,0.0422054
996,0.0425011
1000,0.0422054
1004,0.0427277
1008,0.0423232
1012,0.0422771
1016,0.0428595
1020,0.0422003
